,Cocktail Name,Ingredients,Garnish,Preparation,All Ingredients
534,DONAJI,"2 oz Mezcal, .5 oz Fresh Lemon Juice, .5 oz Fresh Lime Juice, .75 oz Agave Nectar","Chapuline, Salt & Chile Pepper Rim*","Shaken and strained over ice in a rocks glass.

*Chapuline, Salt & Chile Pepper Rim:
Grind the chapuline  (dried crickets) and dried chile pepper in a mortar and pestle, as it becomes a powder, throw in the salt and pour onto a plate. Use a fresh lime wedge to moisten the rim of the glass and dip into the powder.","2 oz Mezcal, .5 oz Fresh Lemon Juice, .5 oz Fresh Lime Juice, .75 oz Agave Nectar,Chapuline, Salt & Chile Pepper Rim*"
535,MONKEY GLAND,"2 oz No.3 London Dry Gin, 1 oz Orange juice, .25 oz Grenadine, 1 dash Duplais Swiss Absinthe Blanche",Orange peel,Shaken and strained. Orange peel garnish.,"2 oz No.3 London Dry Gin, 1 oz Orange juice, .25 oz Grenadine, 1 dash Duplais Swiss Absinthe Blanche,Orange peel"
536,YOU GO GLEN COCO,"1.25 oz Old Potrero Straight Rye Whiskey (Toasted Coconut Infused)*, .5 oz King's Ginger Liqueur, 1.25 oz Turmeric Coconut Cream**",Turmeric Toasted Coconut Flakes,"Shaken slightly. Served over shaved ice in an old fashioned glass. Garnished with turmeric toasted coconut flakes.

*Toasted Coconut Infused Old Potrero
-- 750ml Old Potrero Straight Rye Whiskey
-- 2.5 oz Toasted Coconut

Combine all ingredients in a clean container and let sit for 8 hours.
Strain through cheesecloth and then funnel back into your Old Potrero bottles.
Keeps indefinitely.

**Turmeric Coconut Cream:
-- 12 g Fresh Turmeric
-- 1 c Water
-- 1 c Honey
-- 3 tsp Black Pepper
-- 12 oz Coconut Milk

Grate fresh turmeric into 1 cup water.
Bring to a boil, add 1 cup of honey and stir.
Remove from heat and let the mix sit for 1:30 hours.
Strain out turmeric and add 3 tsp. ground black pepper.
Add 12 oz. coconut milk and stir.
Place in an airtight container and keep in the fridge. Use within a week.","1.25 oz Old Potrero Straight Rye Whiskey (Toasted Coconut Infused)*, .5 oz King's Ginger Liqueur, 1.25 oz Turmeric Coconut Cream**,Turmeric Toasted Coconut Flakes"
537,JUST BEET IT,"1.5 oz Junipero Gin, 1 oz Beet Thyme Reduction*, .5 oz Licor 43, .5 oz Lemon Juice, .5  Egg White",Candied Thyme,"Shaken without ice, then with ice and strained into a large coupe. Garnished with candied thyme.

*Beet Thyme Reduction
-- 520 grams raw beets 
-- 344 grams honey
-- 2 oranges peeled (just the peels)
-- 2 sprigs of thyme
-- pinch of salt

Juice beets, add honey and let dissolve and cook for 15 mins. 
Add thyme and simmer for 5 more mins. 
Strain through a chinois into a container and then place in the fridge.
This makes 1 quart, so multiply as needed.
Use within 1 week.","1.5 oz Junipero Gin, 1 oz Beet Thyme Reduction*, .5 oz Licor 43, .5 oz Lemon Juice, .5  Egg White,Candied Thyme"
538,NECTAR OF THE AMAZON,"2 oz Ypioca Cachaca Prata*, 1 oz Passion fruit juice, 1 oz Condensed milk",Macadamia nut,"Shaken, poured over fresh ice in highball. Garnish with macadamia nut. Coconut shaved rim.","2 oz Ypioca Cachaca Prata*, 1 oz Passion fruit juice, 1 oz Condensed milk,Macadamia nut"
539,THYME FOR BED,"1.5 oz Chamucos Blanco Tequila, .5 oz Luxardo Sangue Morlacco Cherry Liqueur, .5 oz Thyme Simple Syrup, .5 oz Lime Juice",Thyme Sprig,Shaken.,"1.5 oz Chamucos Blanco Tequila, .5 oz Luxardo Sangue Morlacco Cherry Liqueur, .5 oz Thyme Simple Syrup, .5 oz Lime Juice,Thyme Sprig"
540,MOTT AND MULBERRY,"1 oz Luxardo Amaro Abano, 1 oz Old Overholt Rye, .5 oz Demerara Simple Syrup (1:1), .5 oz Lemon Juice, .75 oz Fuji Apple Cider",Apple Fan,Shaker and strain into a rocks glass with fresh ice. Garnish with an Apple Fan.,"1 oz Luxardo Amaro Abano, 1 oz Old Overholt Rye, .5 oz Demerara Simple Syrup (1:1), .5 oz Lemon Juice, .75 oz Fuji Apple Cider,Apple Fan"
541,CARRIER PIGEON (AN AIRMAIL WITH PINK PIGEON),"1 oz Pink Pigeon Rum, .5 oz Lime juice, .5 oz Honey",,"Short shake-strain into champagne flute- top with champagne. 
Drop a Luxardo cherry into the flute.
","1 oz Pink Pigeon Rum, .5 oz Lime juice, .5 oz Honey,"
542,THE KING'S MULLED WINE,"1 bottle Red Wine, .3 bottle King's Ginger Liqueur, 3 Tbsp Caster Sugar, 2  Lemons, zested (plus flesh of one lemon), 1  Orange, zested, 1 stick Cinnamon, 1 dash Nutmeg, 1  Star Anise",,"Simmer over low heat for 3 hours, double strain with fine sieve.","1 bottle Red Wine, .3 bottle King's Ginger Liqueur, 3 Tbsp Caster Sugar, 2  Lemons, zested (plus flesh of one lemon), 1  Orange, zested, 1 stick Cinnamon, 1 dash Nutmeg, 1  Star Anise,"
543,TEA & SYMPATHY,"1 oz Avua Amburana Cachaça, 1 oz King's Ginger Liqueur, .5 oz Fresh Squeezed Lemon Juice, 1 bag Chai Tea",Lemon Wheel,"Soak 1 chai tea bag in half mug of hot water for 30 seconds, remove the tea bag, add all the ingredients, add more hot water. 

Lemon wheel stuffed with 4-5 cloves for garnish.","1 oz Avua Amburana Cachaça, 1 oz King's Ginger Liqueur, .5 oz Fresh Squeezed Lemon Juice, 1 bag Chai Tea,Lemon Wheel"
544,HUNTSMAN,"2 oz Pink Pigeon Rum, 1 cube Brown Sugar","Orange Peel, Luxardo Cherry","Soak brown sugar cube in Angostura and Orange bitters. Muddle soaked sugar cube into a paste in a rocks glass. Pour 2 oz. Pink Pigeon. Add ice and stir. Garnish with an orange peel and Luxardo Cherry.
","2 oz Pink Pigeon Rum, 1 cube Brown Sugar,Orange Peel, Luxardo Cherry"
545,THE CALLAS COCKTAIL,"1 oz Luxardo Bitter Bianco, .75 oz No.3 London Dry Gin, 1 bsp Pomegranate Cordial*, 1.25 oz Brachetto, 1  Sugar Cube, 8 dash Tempus Fugit Abbott's Bitters",Small Rose,"Soak cube in 8 dashes Abbott's Bitter. Drop sugar cube into bottom of flute glass. Stir, Luxardo, gin, and pomegranate cordial. Strain into flute glass. Top with Brachetto. Garnish with small rose, dipped in rose flower water.

*Pomegranate Cordial:
-- 48 oz Pomegranate Juice
-- 2.5 lbs White Sugar
-- 1 lb Turbinado Sugar
-- 8 Course Cracked Black Peppercorns
-- 2 Cloves
-- 5 Allspice Berries
-- 1 Tbsp Pomegranate Molasses
-- 1 oz Orange Flower Water

Mix all ingredients together in large saucepan. Stir on medium heat until all sugar is dissolved. Strain of spices. Bottle.","1 oz Luxardo Bitter Bianco, .75 oz No.3 London Dry Gin, 1 bsp Pomegranate Cordial*, 1.25 oz Brachetto, 1  Sugar Cube, 8 dash Tempus Fugit Abbott's Bitters,Small Rose"
546,MAURITIAN BUCK,"40 ml Pink Pigeon Rum, 40 ml Pressed apple juice,   Ginger ale,   Absinthe,   Lemon zest",Lemon wheel,"Spray a rocks glass with absinthe, build all other ingredients over cubed ice, garnish with a lemon wheel.","40 ml Pink Pigeon Rum, 40 ml Pressed apple juice,   Ginger ale,   Absinthe,   Lemon zest,Lemon wheel"
547,THE CAVALIER WHITE LADY,"1 oz Junipero Gin, .75 oz Creole Shrub, .75 oz Lemon juice, .25 oz Lemon bitters, .5 oz Simple syrup, 1  Egg white",Lemon verbana,"Spray of Lemon Verbana oil on the Martini glass. Combine all other ingredients and dry shake for 20 seconds. Add ice to the mixing tin and shake again. Double strain into a Martini glass. Garnish with fresh lemon verbena. Served in a martini.

","1 oz Junipero Gin, .75 oz Creole Shrub, .75 oz Lemon juice, .25 oz Lemon bitters, .5 oz Simple syrup, 1  Egg white,Lemon verbana"
548,WINTER SEASON,"2 oz Barr Hill Honey Gin, 1 oz Lemon Juice, .25 oz Liquid Alchemist Orgeat, .25 oz Luxardo Maraschino Liqueur, 1 bsp Dijon Blue Curaçao",,"Spray the inside of the glass with absinthe, then sugar the external rim of the glass. Pour ingredients into a cocktail shaker. Shake and strain into the glass.","2 oz Barr Hill Honey Gin, 1 oz Lemon Juice, .25 oz Liquid Alchemist Orgeat, .25 oz Luxardo Maraschino Liqueur, 1 bsp Dijon Blue Curaçao,"
549,LAND OF VALENCIA,".75 oz Luxardo Bitter Bianco, 1.5 oz Bols Genever, .5 oz Clarified Coconut Sugar Blood Orange Cordial*, 1 dash Copper & Kings Absinthe","Blood Orange Skin, Mint Sprigs","Spray vessel with absinthe as a rinse. Build cocktail in a stirring glass. Stir cocktail. Place a large format cube in the vessel. Pour cocktail over large format cube. 

To garnish, peel a blood orange skin and express the oils over the cocktail. Grab mint sprigs and slap over the top of hand to express oils, wrap the peel at the base of the mint sprigs, tie off with twine and set on top of large format cube.

*Clarified Coconut Sugar Blood Orange Cordial:
-- Blood Oranges
-- Agar Agar
-- Coconut Sugar

Juice blood oranges. Bring 1/4 of juice to a boil with agar agar. Pour cooked juice into the remaining 3/4 juice. Freeze the juice. Pull the block from the freezer and let drip through cheese cloth and perforated pan creating the clarified juice. Bring the juice together with a rich (2:1) coconut sugar creating a coconut sugar blood orange cordial.",".75 oz Luxardo Bitter Bianco, 1.5 oz Bols Genever, .5 oz Clarified Coconut Sugar Blood Orange Cordial*, 1 dash Copper & Kings Absinthe,Blood Orange Skin, Mint Sprigs"
550,SMASHING GREAT PUMPKINS,"1.5 oz Pumpkin vodka, .75 oz New York Apple Whisky, .75 oz King's Ginger Liqueur, .5 oz Hot water",,Steam in steaming tin. Pour in Demitasse glass. Top with heavy whipping cream and nutmeg.,"1.5 oz Pumpkin vodka, .75 oz New York Apple Whisky, .75 oz King's Ginger Liqueur, .5 oz Hot water,"
551,GREEN AND GOLD,"750 ml bottle Karlsson's Gold Vodka, 5 sprigs Dill, 2 cloves Crushed Garlic, 1  Lemon Peel (white pith removed and julienned), 1 Tbsp Whole Peppercorns",,"Step one: Infuse the vodka
- Transfer ingredients including 750 ml of Karlsson's vodka to a canning jar or glass container. Close the container.
- Shake and rotate every few hours. Let infuse for 24 hours total.
- After 24 hours, strain the vodka through a cheesecloth or nutmilk bag.
- Transfer the vodka to a glass bottle. Store in the refrigerator or freezer until use.

Step two: Make the martini
- Stir 2-3 oz, depending on preference, of the infused vodka with ice.
- Strain into a chilled martini glass.
- Add pickled onions and peppers.","750 ml bottle Karlsson's Gold Vodka, 5 sprigs Dill, 2 cloves Crushed Garlic, 1  Lemon Peel (white pith removed and julienned), 1 Tbsp Whole Peppercorns,"
552,DEVILED NEGRONI ,"1 oz No.3 London Dry Gin, 1 oz Maurin Quina, 1 oz Luxardo Bitter",Lemon Peel,"Stir all 3 ingredients continuously in an ice-filled glass, approximately 20 seconds. Strain into a rocks glass with one large ice cube.","1 oz No.3 London Dry Gin, 1 oz Maurin Quina, 1 oz Luxardo Bitter,Lemon Peel"
553,EL MUSTAVO,"2 oz Mezcal, 1 oz Tempus Fugit Alessio Vermouth Chinato, 1 oz Campari, 2 dash Rhubarb Bitters, 2 dash Orange Bitters","Birch Smoked Sea Salt Rim, Bow Tie Orange Peel",Stir all ingredients and pour over 2-inch single ice cube. Garnish with birch smoked sea salt rim and bow tie orange peel.,"2 oz Mezcal, 1 oz Tempus Fugit Alessio Vermouth Chinato, 1 oz Campari, 2 dash Rhubarb Bitters, 2 dash Orange Bitters,Birch Smoked Sea Salt Rim, Bow Tie Orange Peel"
554,TEMPLE OF THE MOON,"1 oz Junipero Gin, 1 oz BarSol Primero Quebranta Pisco, 1 oz Amaro Sibilla, .25 oz Simple syrup,  rinse St. George Absinthe, 3 drops Fee Brothers Orange Flower Water",Mint sprig,"Stir all ingredients except for Absinthe and Orange Flower. Strain over a chunk/sphere of ice in an old fashioned glass. Garnish with a sprig of mint, with 3 drops of Orange Flower.","1 oz Junipero Gin, 1 oz BarSol Primero Quebranta Pisco, 1 oz Amaro Sibilla, .25 oz Simple syrup,  rinse St. George Absinthe, 3 drops Fee Brothers Orange Flower Water,Mint sprig"
555,CLEAR INTENTIONS,"1.5 oz Luxardo Bitter Bianco, .5 oz Krogstad Aquavit, 1 bsp Luxardo Apricot Liqueur, 1 dash Orange Cream Citrate, 1.25 oz Almond Cream Soda",Infused Olive & Cherry,Stir all ingredients over cubed ice and then strain over large rock while incorporating the cream soda. Garnish with Italian baking spice infused olive and cherry.,"1.5 oz Luxardo Bitter Bianco, .5 oz Krogstad Aquavit, 1 bsp Luxardo Apricot Liqueur, 1 dash Orange Cream Citrate, 1.25 oz Almond Cream Soda,Infused Olive & Cherry"
556,THE QUEEN MOTHER,"1.75 oz Bombay Dry Gin, .75 oz Dubonnet Rouge, .5 oz King's Ginger Liqueur, 3 dash Lemon-Celery Bitters*",Lemon Peel,"Stir all ingredients over ice and strain into a footed rocks glass. Garnish with a lemon peel.

*Equal parts lemon and celery bitters in a dasher bottle.","1.75 oz Bombay Dry Gin, .75 oz Dubonnet Rouge, .5 oz King's Ginger Liqueur, 3 dash Lemon-Celery Bitters*,Lemon Peel"
557,ESPÈCE DE SAZERAC,"1 oz H by HINE, .5 oz Old Overholt Straight Rye Whiskey, .5 oz Rittenhouse Straight Rye Whisky, 1 bsp Rich Demerara Simple Syrup, 3 dash Peychaud's Bitters",,"Stir all ingredients together, strain into a chilled large rocks glass, no ice. Twist a zest of lemon above the drink, dip it once and then discard.","1 oz H by HINE, .5 oz Old Overholt Straight Rye Whiskey, .5 oz Rittenhouse Straight Rye Whisky, 1 bsp Rich Demerara Simple Syrup, 3 dash Peychaud's Bitters,"
558,KANAZAWA,"2 oz Nikka Coffey Grain Whisky, .75 oz Dry Vermouth, .25 oz Luxardo Amaro Abano, 1 bsp Luxardo Maraschino Liqueur, 1 dash Angostura Bitters",Orange Peel,"Stir all ingredients until well chilled, and strain into a chilled cocktail glass.
Garnish with an orange peel with oils squeeze over cocktail.","2 oz Nikka Coffey Grain Whisky, .75 oz Dry Vermouth, .25 oz Luxardo Amaro Abano, 1 bsp Luxardo Maraschino Liqueur, 1 dash Angostura Bitters,Orange Peel"
559,FRISCO SAN,"1.5 oz Nikka Whisky Taketsuru Pure Malt 12 YO, .75 oz BarSol Perfecto Amor (Aperitif Wine), .25 oz Benedictine, 1 dash Angostura Bitters",Lemon peel,Stir all ingredients with ice. Strain into a chilled Martini glass. Garnish with a lemon peel.,"1.5 oz Nikka Whisky Taketsuru Pure Malt 12 YO, .75 oz BarSol Perfecto Amor (Aperitif Wine), .25 oz Benedictine, 1 dash Angostura Bitters,Lemon peel"
560,SIDEWINDER,"2 oz H by HINE, .5 oz Apple Brandy, .25 oz Benedictine, .25 oz Yellow Chartreuse, 1 dash Vieux Pontarlier Absinthe Francaise Superieure, 1 dash Peychaud's Bitters",,"Stir all the ingredients over ice, then strain into a coupe. No garnish.","2 oz H by HINE, .5 oz Apple Brandy, .25 oz Benedictine, .25 oz Yellow Chartreuse, 1 dash Vieux Pontarlier Absinthe Francaise Superieure, 1 dash Peychaud's Bitters,"
561,SADE'S TABOO,"2 oz H by HINE, .75 oz Cocchi Americano, .75 oz Dolin Rouge Vermouth, 1 dash Bittermens Hopped Grapefruit Bitters",,"Stir all the ingredients over ice, then strain into a coupe. No garnish.","2 oz H by HINE, .75 oz Cocchi Americano, .75 oz Dolin Rouge Vermouth, 1 dash Bittermens Hopped Grapefruit Bitters,"
562,CONFERENCE,".5 oz H by HINE, .5 oz Rye Whiskey, .5 oz Bourbon, .5 oz Calvados, 1 tsp Demerara Syrup, 2 dash Angostura Bitters, 1 dash Bittermens Xocolatl Mole Bitters","Lemon Twist, Orange Twist","Stir all the ingredients over ice, then strain into a double rocks glass over 1 large ice cube. Garnish with a lemon twist and orange twist.
",".5 oz H by HINE, .5 oz Rye Whiskey, .5 oz Bourbon, .5 oz Calvados, 1 tsp Demerara Syrup, 2 dash Angostura Bitters, 1 dash Bittermens Xocolatl Mole Bitters,Lemon Twist, Orange Twist"
563,PIEDRA DE SOL,"1.5 oz Mezcal, .75 oz Montenegro Amaro Liquore Italiano, .75 oz Calisaya Liqueur, 2 dash Regans' Orange Bitters No. 6",Lemon Peel,Stir and garnish lemon peel.,"1.5 oz Mezcal, .75 oz Montenegro Amaro Liquore Italiano, .75 oz Calisaya Liqueur, 2 dash Regans' Orange Bitters No. 6,Lemon Peel"
564,PARISIAN MANHATTAN,"2 oz H by HINE, 1 oz Cocchi Americano Rosa, 1 dash Angostura Bitters, 3 drops Bittercube Cherry Bark Vanilla Bitters",Orange Peel,Stir and pour over ice in an old fashioned glass. Garnish with an orange peel.,"2 oz H by HINE, 1 oz Cocchi Americano Rosa, 1 dash Angostura Bitters, 3 drops Bittercube Cherry Bark Vanilla Bitters,Orange Peel"
565,IMPROVED WHISKY COCKTAIL,"2 oz Nikka Whisky Taketsuru Pure Malt 12 YO, 1 dash Luxardo Maraschino Liqueur, 1 dash Pontarlier Anis",,Stir and strain into a chilled coupe.,"2 oz Nikka Whisky Taketsuru Pure Malt 12 YO, 1 dash Luxardo Maraschino Liqueur, 1 dash Pontarlier Anis,"
566,DAY FOR NIGHT,"1.5 oz C. Drouin Calvados Selection, .5 oz La Quintinye Vermouth Rouge, .25 oz Pedro Ximenez Sherry, .25 oz Cannella Cinnamon Cordial, 1 dash Angostura bitters",Orange coin studded with 2 cloves,Stir and strain into a chilled Nick and Nora glass. Garnish with a clove(2) studded orange coin.,"1.5 oz C. Drouin Calvados Selection, .5 oz La Quintinye Vermouth Rouge, .25 oz Pedro Ximenez Sherry, .25 oz Cannella Cinnamon Cordial, 1 dash Angostura bitters,Orange coin studded with 2 cloves"
567,CANARY VS. THE COAL MINE,".5 oz Old Forester Bonded Bourbon, .5 oz H by HINE, 1 oz Rock & Rye, 1 oz Cocchi Americano Rosa,   Activated Charcoal",Dried Apricot,Stir and strain into an old fashioned glass with a large ice cube.,".5 oz Old Forester Bonded Bourbon, .5 oz H by HINE, 1 oz Rock & Rye, 1 oz Cocchi Americano Rosa,   Activated Charcoal,Dried Apricot"
568,IN HINESIGHT,"1.5 oz H by HINE, 1 oz Luxardo Bitter, .5 oz Quady Muscat Wine",Orange Peel,Stir and strain into an old fashioned glass. Large ice cube.,"1.5 oz H by HINE, 1 oz Luxardo Bitter, .5 oz Quady Muscat Wine,Orange Peel"
569,CHERRY BARK MARTINEZ,"2 oz Old Tom Gin, .75 oz Carpano Antica, 1 spoon Luxardo Maraschino Liqueur, 1 dash Angostura bitters, 2 dash Bittercube cherry bark bitters","Star anise, Lemon peel",Stir and strain into stem. Garnish torched star anise and discarded lemon peel.,"2 oz Old Tom Gin, .75 oz Carpano Antica, 1 spoon Luxardo Maraschino Liqueur, 1 dash Angostura bitters, 2 dash Bittercube cherry bark bitters,Star anise, Lemon peel"
570,COOS BAY,"1.5 oz Nikka Whisky Taketsuru Pure Malt 12 YO, .5 oz Etter Zuger Kirsch, .5 oz Doug Fir Riesling Syrup*, 15 dash Kombu tincture**",Seaweed,Stir and strain over ice.,"1.5 oz Nikka Whisky Taketsuru Pure Malt 12 YO, .5 oz Etter Zuger Kirsch, .5 oz Doug Fir Riesling Syrup*, 15 dash Kombu tincture**,Seaweed"
571,DIVINE ASPECT,"1 oz No.3 London Dry Gin, 1 oz Apple-infused Wild Turkey Bourbon 101, 1 oz Luxardo Apricot Liqueur",Lemon peel,Stir and strain up into cocktail glass.,"1 oz No.3 London Dry Gin, 1 oz Apple-infused Wild Turkey Bourbon 101, 1 oz Luxardo Apricot Liqueur,Lemon peel"
572,ABOVE MY PAY GRADE,"1.5 oz Semper Fi White Whiskey, .75 oz Chateau de Montifaud Pineau des Charentes Rose, .75 oz Tempus Fugit Gran Classico Bitter, 3 dash House-made Citrus Bitters",Orange Twist,Stir and strain.,"1.5 oz Semper Fi White Whiskey, .75 oz Chateau de Montifaud Pineau des Charentes Rose, .75 oz Tempus Fugit Gran Classico Bitter, 3 dash House-made Citrus Bitters,Orange Twist"
573,MANHATTAN,"2 oz Rye or Bourbon Whiskey, 1 oz Tempus Fugit Spirits Alessio Vermouth di Torino, 2 dash Tempus Fugit Abbott's Bitters",Luxardo Cherry,Stir and strain. Garnish with a Luxardo Maraschino Cherry.,"2 oz Rye or Bourbon Whiskey, 1 oz Tempus Fugit Spirits Alessio Vermouth di Torino, 2 dash Tempus Fugit Abbott's Bitters,Luxardo Cherry"
574,POLISH PENANCE,"1.5 oz House-made Slivovitz (Plum Brandy), 1 oz Chamomile Tea-Infused Noilly Prat Dry Vermouth, .5 oz King's Ginger Liqueur, 3 dash Peychaud's Bitters",Lemon Twist,Stir and strain. Hoshizaki ice.,"1.5 oz House-made Slivovitz (Plum Brandy), 1 oz Chamomile Tea-Infused Noilly Prat Dry Vermouth, .5 oz King's Ginger Liqueur, 3 dash Peychaud's Bitters,Lemon Twist"
575,SLOE & STEADY,"1.5 oz C. Drouin Calvados Selection, .75 oz Spirit Works Sloe Gin, .5 oz Bonal, 4 drops Black Salt Tincture",Orange Peel,Stir for about 20 seconds with ice and then Strain into a chilled Nick & Nora glass.,"1.5 oz C. Drouin Calvados Selection, .75 oz Spirit Works Sloe Gin, .5 oz Bonal, 4 drops Black Salt Tincture,Orange Peel"
576,50/50 SPLIT,"1.5 oz Junipero Gin, .75 oz Dry Vermouth, .75 oz Tempus Fugit Alessio Vermouth Bianco, 1 dash The Bitter Truth Orange Bitters",Lemon Twist,Stir gently and garnish with a lemon twist.,"1.5 oz Junipero Gin, .75 oz Dry Vermouth, .75 oz Tempus Fugit Alessio Vermouth Bianco, 1 dash The Bitter Truth Orange Bitters,Lemon Twist"
577,MAYAHUEL'S REVENGE,"1.5 oz Chinaco Blanco Tequila, 1 oz Vermut Vermouth, .5 oz Giffard Banane du Brésil, 3 dash Bittercube Jamaican #2 Bitters",Lemon Zest,Stir in a mixing glass to chill down and serve up in a coupe with a lemon zest garnish.,"1.5 oz Chinaco Blanco Tequila, 1 oz Vermut Vermouth, .5 oz Giffard Banane du Brésil, 3 dash Bittercube Jamaican #2 Bitters,Lemon Zest"
578,THE COMMISSIONER'S TROPHY #3,"1.5 oz No.3 London Dry Gin, 1 oz Amaro, .5 oz BarSol Perfecto Amor (Aperitif Wine), .5 oz Strawberry shrub","Orange zest, Lemon zest",Stir in a mixing glass with ice; strain into a coupe glass; garnish with orange and lemon zest.,"1.5 oz No.3 London Dry Gin, 1 oz Amaro, .5 oz BarSol Perfecto Amor (Aperitif Wine), .5 oz Strawberry shrub,Orange zest, Lemon zest"
579,ALASKA COCKTAIL,"2.25 oz No.3 London Dry Gin, .75 oz Green Chartreuse, 3 dash Orange bitters",,Stir in mixing glass and serve in a chilled coupe.,"2.25 oz No.3 London Dry Gin, .75 oz Green Chartreuse, 3 dash Orange bitters,"
